Service Type,Service Name,Cost Centre Code,Cost Centre Code Desc,Cost type,Subjective Code Desc,Year/Month,Actual / Forecast,Unit type,Units,Total cost,Per unit cost,Assignment number,Specialty (standardised),Site / Location,Directorate / Division,Staff group,Pay type,WTE equivalent,Cost per hour
,Urgent and Emergency Care,257510,MEDICAL STAFF - EMERGENCY DEPT,Pay,"Scientific, Therapeutic & Tech",2024-05,,WTE,-0.53,"(£2,682.91)",,,Adult ED,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-0.53,
,Urgent and Emergency Care,257510,MEDICAL STAFF - EMERGENCY DEPT,Pay,"Scientific, Therapeutic & Tech",2024-06,,WTE,-0.53,"(£8,018.93)",,,Adult ED,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-0.53,
,Urgent and Emergency Care,257510,MEDICAL STAFF - EMERGENCY DEPT,Pay,"Scientific, Therapeutic & Tech",2024-07,,WTE,-0.53,"(£2,918.83)",,,Adult ED,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-0.53,
,Urgent and Emergency Care,257510,MEDICAL STAFF - EMERGENCY DEPT,Pay,"Scientific, Therapeutic & Tech",2024-08,,WTE,-0.53,"(£2,918.83)",,,Adult ED,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-0.53,
,Urgent and Emergency Care,257510,MEDICAL STAFF - EMERGENCY DEPT,Pay,"Scientific, Therapeutic & Tech",2024-09,,WTE,-0.53,"(£2,918.83)",,,Adult ED,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-0.53,
,Urgent and Emergency Care,257510,MEDICAL STAFF - EMERGENCY DEPT,Pay,"Scientific, Therapeutic & Tech",2024-10,,WTE,-0.53,"(£3,569.55)",,,Adult ED,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-0.53,
,Urgent and Emergency Care,257510,MEDICAL STAFF - EMERGENCY DEPT,Pay,"Scientific, Therapeutic & Tech",2024-11,,WTE,-0.53,"(£3,024.76)",,,Adult ED,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-0.53,
,Urgent and Emergency Care,257510,MEDICAL STAFF - EMERGENCY DEPT,Pay,"Scientific, Therapeutic & Tech",2024-12,,WTE,-0.53,"(£3,024.76)",,,Adult ED,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-0.53,
,Urgent and Emergency Care,257510,MEDICAL STAFF - EMERGENCY DEPT,Pay,"Scientific, Therapeutic & Tech",2025-01,,WTE,-0.53,"(£3,024.76)",,,Adult ED,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-0.53,
,Urgent and Emergency Care,257510,MEDICAL STAFF - EMERGENCY DEPT,Pay,"Scientific, Therapeutic & Tech",2025-02,,WTE,-0.53,"(£3,024.76)",,,Adult ED,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-0.53,
,Urgent and Emergency Care,257510,MEDICAL STAFF - EMERGENCY DEPT,Pay,"Scientific, Therapeutic & Tech",2025-03,,WTE,-0.53,"(£3,024.76)",,,Adult ED,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-0.53,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2024-04,,WTE,-0.47,"£2,486.34 ",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Agency,-0.47,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2024-04,,WTE,-1.99,"(£53,527.21)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Bank,-1.99,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2024-04,,WTE,-50.05,"(£337,317.40)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Substantive,-50.05,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2024-05,,WTE,-0.13,"£6,250.54 ",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Agency,-0.13,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2024-05,,WTE,-2.97,"(£48,832.30)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Bank,-2.97,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2024-05,,WTE,-51.86,"(£327,925.71)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Substantive,-51.86,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2024-06,,WTE,-0.05,"(£1,548.13)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Agency,-0.05,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2024-06,,WTE,-3.41,"(£44,157.47)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Bank,-3.41,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2024-06,,WTE,-48.2,"(£280,541.91)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Substantive,-48.2,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2024-07,,WTE,0,£836.23 ,,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Agency,0,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2024-07,,WTE,-3.1,"(£55,987.62)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Bank,-3.1,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2024-07,,WTE,-43.81,"(£269,338.72)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Substantive,-43.81,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2024-08,,WTE,-3.21,"(£36,838.73)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Agency,-3.21,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2024-08,,WTE,-3.3,"(£42,816.90)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Bank,-3.3,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2024-08,,WTE,-42.07,"(£299,393.11)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Substantive,-42.07,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2024-09,,WTE,-1.01,"(£16,376.92)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Agency,-1.01,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2024-09,,WTE,-3.88,"(£60,190.04)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Bank,-3.88,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2024-09,,WTE,-46.01,"(£300,800.85)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Substantive,-46.01,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2024-10,,WTE,-1.33,"(£29,172.61)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Agency,-1.33,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2024-10,,WTE,-4.32,"(£39,659.34)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Bank,-4.32,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2024-10,,WTE,-42.6,"(£466,169.53)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Substantive,-42.6,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2024-11,,WTE,-2.13,"(£26,008.36)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Agency,-2.13,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2024-11,,WTE,-2.67,"(£46,987.51)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Bank,-2.67,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2024-11,,WTE,-44.08,"(£283,390.55)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Substantive,-44.08,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2024-12,,WTE,-2.24,"(£30,517.14)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Agency,-2.24,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2024-12,,WTE,-1.34,"(£25,307.43)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Bank,-1.34,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2024-12,,WTE,-47.16,"(£331,140.35)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Substantive,-47.16,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2025-01,,WTE,-1.82,"(£28,498.32)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Agency,-1.82,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2025-01,,WTE,-0.89,"(£1,027.10)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Bank,-0.89,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2025-01,,WTE,-45.9,"(£340,472.21)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Substantive,-45.9,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2025-02,,WTE,-1.81,"(£17,872.39)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Agency,-1.81,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2025-02,,WTE,-0.51,"(£6,569.21)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Bank,-0.51,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2025-02,,WTE,-48.37,"(£333,723.76)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Substantive,-48.37,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2025-03,,WTE,-1.12,"(£16,092.46)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Agency,-1.12,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2025-03,,WTE,-1.17,"(£22,483.80)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Bank,-1.17,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2025-03,,WTE,-50.58,"(£361,475.73)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Substantive,-50.58,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Nursing,2024-04,,WTE,-6.76,"(£41,411.56)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-6.76,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Nursing,2024-05,,WTE,-6.76,"(£40,299.07)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-6.76,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Nursing,2024-06,,WTE,-7.18,"(£43,519.07)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-7.18,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Nursing,2024-07,,WTE,-7.2,"(£42,998.29)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-7.2,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Nursing,2024-08,,WTE,-7.2,"(£42,991.74)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-7.2,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Nursing,2024-09,,WTE,-7.2,"(£42,755.81)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-7.2,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Nursing,2024-10,,WTE,-7.2,"(£54,748.97)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-7.2,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Nursing,2024-11,,WTE,-7.2,"(£44,903.24)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-7.2,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Nursing,2024-12,,WTE,-7.2,"(£44,452.61)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-7.2,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Nursing,2025-01,,WTE,-7.2,"(£45,746.34)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-7.2,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Nursing,2025-02,,WTE,-7.2,"(£44,624.88)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-7.2,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Nursing,2025-03,,WTE,-7.2,"(£43,773.68)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-7.2,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,"Scientific, Therapeutic & Tech",2024-04,,WTE,-1.79,"(£8,693.00)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-1.79,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,"Scientific, Therapeutic & Tech",2024-05,,WTE,-1.79,"(£8,693.00)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-1.79,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,"Scientific, Therapeutic & Tech",2024-06,,WTE,-1.79,"(£8,693.00)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-1.79,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,"Scientific, Therapeutic & Tech",2024-07,,WTE,-1.79,"(£8,693.00)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-1.79,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,"Scientific, Therapeutic & Tech",2024-08,,WTE,-1.64,"(£8,224.80)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-1.64,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,"Scientific, Therapeutic & Tech",2024-09,,WTE,-1.29,"(£7,060.98)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-1.29,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,"Scientific, Therapeutic & Tech",2024-10,,WTE,-1.29,"(£9,049.27)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-1.29,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,"Scientific, Therapeutic & Tech",2024-11,,WTE,-1.29,"(£7,283.54)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-1.29,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,"Scientific, Therapeutic & Tech",2024-12,,WTE,-1.07,"(£6,088.67)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-1.07,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,"Scientific, Therapeutic & Tech",2025-01,,WTE,-1.02,"(£5,239.22)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-1.02,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,"Scientific, Therapeutic & Tech",2025-02,,WTE,-0.82,"(£19,655.72)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-0.82,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,"Scientific, Therapeutic & Tech",2025-03,,WTE,-0.68,"(£3,885.33)",,,Acute Medicine,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-0.68,
,Urgent and Emergency Care,257515,EMERGENCY DEPARTMENT,Pay,Admin & Clerical,2024-05,,WTE,0,(£885.25),,,Adult ED,,Integrated Emergency and Medical Pathways,Admin & Clerical Staff,Agency,0,
,Urgent and Emergency Care,257515,EMERGENCY DEPARTMENT,Pay,Admin & Clerical,2024-10,,WTE,0,£17.36 ,,,Adult ED,,Integrated Emergency and Medical Pathways,Admin & Clerical Staff,Agency,0,
,Urgent and Emergency Care,257515,EMERGENCY DEPARTMENT,Pay,Admin & Clerical,2025-02,,WTE,-0.04,(£391.60),,,Adult ED,,Integrated Emergency and Medical Pathways,Admin & Clerical Staff,Bank,-0.04,
,Urgent and Emergency Care,257515,EMERGENCY DEPARTMENT,Pay,Medical,2024-04,,WTE,0,(£634.44),,,Adult ED,,Integrated Emergency and Medical Pathways,Medical Staff,Substantive,0,
,Urgent and Emergency Care,257515,EMERGENCY DEPARTMENT,Pay,Medical,2024-05,,WTE,0,£634.44 ,,,Adult ED,,Integrated Emergency and Medical Pathways,Medical Staff,Substantive,0,
,Urgent and Emergency Care,257515,EMERGENCY DEPARTMENT,Pay,Medical,2024-10,,WTE,-0.06,"(£6,170.06)",,,Adult ED,,Integrated Emergency and Medical Pathways,Medical Staff,Agency,-0.06,
,Urgent and Emergency Care,257515,EMERGENCY DEPARTMENT,Pay,Medical,2024-11,,WTE,0,(£3.00),,,Adult ED,,Integrated Emergency and Medical Pathways,Medical Staff,Agency,0,
,Urgent and Emergency Care,257515,EMERGENCY DEPARTMENT,Pay,Medical,2024-12,,WTE,0,"£6,173.06 ",,,Adult ED,,Integrated Emergency and Medical Pathways,Medical Staff,Agency,0,
,Urgent and Emergency Care,257515,EMERGENCY DEPARTMENT,Pay,Medical,2024-12,,WTE,-0.22,"(£2,000.52)",,,Adult ED,,Integrated Emergency and Medical Pathways,Medical Staff,Bank,-0.22,
,Urgent and Emergency Care,257515,EMERGENCY DEPARTMENT,Pay,Medical,2025-01,,WTE,-0.06,(£827.15),,,Adult ED,,Integrated Emergency and Medical Pathways,Medical Staff,Agency,-0.06,
,Urgent and Emergency Care,257515,EMERGENCY DEPARTMENT,Pay,Medical,2025-01,,WTE,-0.12,£677.16 ,,,Adult ED,,Integrated Emergency and Medical Pathways,Medical Staff,Bank,-0.12,
,Urgent and Emergency Care,257515,EMERGENCY DEPARTMENT,Pay,Medical,2025-02,,WTE,0,(£0.02),,,Adult ED,,Integrated Emergency and Medical Pathways,Medical Staff,Bank,0,
,Urgent and Emergency Care,257515,EMERGENCY DEPARTMENT,Pay,Nursing,2024-04,,WTE,-1.11,"(£6,349.91)",,,Adult ED,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Agency,-1.11,
,Urgent and Emergency Care,257515,EMERGENCY DEPARTMENT,Pay,Nursing,2024-04,,WTE,-27.07,"(£153,106.77)",,,Adult ED,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Bank,-27.07,
,Urgent and Emergency Care,257515,EMERGENCY DEPARTMENT,Pay,Nursing,2024-04,,WTE,-108.52,"(£441,488.48)",,,Adult ED,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-108.52,
,Urgent and Emergency Care,257515,EMERGENCY DEPARTMENT,Pay,Nursing,2024-05,,WTE,-0.42,"(£3,895.12)",,,Adult ED,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Agency,-0.42,
,Urgent and Emergency Care,257515,EMERGENCY DEPARTMENT,Pay,Nursing,2024-05,,WTE,-29.28,"(£165,116.93)",,,Adult ED,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Bank,-29.28,
,Urgent and Emergency Care,257515,EMERGENCY DEPARTMENT,Pay,Nursing,2024-05,,WTE,-111.99,"(£438,837.87)",,,Adult ED,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-111.99,
,Urgent and Emergency Care,257515,EMERGENCY DEPARTMENT,Pay,Nursing,2024-06,,WTE,-0.35,"(£1,525.99)",,,Adult ED,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Agency,-0.35,
,Urgent and Emergency Care,257515,EMERGENCY DEPARTMENT,Pay,Nursing,2024-06,,WTE,-28.11,"(£147,319.48)",,,Adult ED,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Bank,-28.11,
,Urgent and Emergency Care,257515,EMERGENCY DEPARTMENT,Pay,Nursing,2024-06,,WTE,-112.98,"(£449,617.72)",,,Adult ED,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-112.98,
,Urgent and Emergency Care,257515,EMERGENCY DEPARTMENT,Pay,Nursing,2024-07,,WTE,-27.92,"(£152,674.75)",,,Adult ED,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Bank,-27.92,
,Urgent and Emergency Care,257515,EMERGENCY DEPARTMENT,Pay,Nursing,2024-07,,WTE,-113.65,"(£453,760.96)",,,Adult ED,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-113.65,
,Urgent and Emergency Care,257515,EMERGENCY DEPARTMENT,Pay,Nursing,2024-08,,WTE,-0.16,"(£1,018.42)",,,Adult ED,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Agency,-0.16,
,Urgent and Emergency Care,257515,EMERGENCY DEPARTMENT,Pay,Nursing,2024-08,,WTE,-30.02,"(£158,558.12)",,,Adult ED,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Bank,-30.02,
,Urgent and Emergency Care,257515,EMERGENCY DEPARTMENT,Pay,Nursing,2024-08,,WTE,-111.06,"(£450,152.30)",,,Adult ED,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-111.06,
,Urgent and Emergency Care,257515,EMERGENCY DEPARTMENT,Pay,Nursing,2024-09,,WTE,0,(£62.02),,,Adult ED,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Agency,0,
,Urgent and Emergency Care,257515,EMERGENCY DEPARTMENT,Pay,Nursing,2024-09,,WTE,-30.37,"(£160,236.02)",,,Adult ED,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Bank,-30.37,
