Provider Code,Provider Name,Region Name,Region Code,ICB Code,ICB Name,Acute Status,Activity Month,Moved or Discharged
RXL,Blackpool Teaching Hospitals NHS Foundation Trust,North West,Y62,QE1,NHS Lancashire and South Cumbria Integrated Care Board,Acute,01/10/2025,661
RXN,Lancashire Teaching Hospitals NHS Foundation Trust,North West,Y62,QE1,NHS Lancashire and South Cumbria Integrated Care Board,Acute,01/10/2025,2280
RXP,County Durham And Darlington NHS Foundation Trust,North East and Yorkshire,Y63,QHM,NHS North East and North Cumbria Integrated Care Board,Acute,01/10/2025,1236
RXQ,Buckinghamshire Healthcare NHS Trust,South East,Y59,QU9,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,Acute,01/10/2025,1470
RXR,East Lancashire Hospitals NHS Trust,North West,Y62,QE1,NHS Lancashire and South Cumbria Integrated Care Board,Acute,01/10/2025,1090
RXW,The Shrewsbury And Telford Hospital NHS Trust,Midlands,Y60,QOC,NHS Shropshire Telford and Wrekin Integrated Care Board,Acute,01/10/2025,2488
RYJ,Imperial College Healthcare NHS Trust,London,Y56,QRV,NHS North West London Integrated Care Board,Acute,01/10/2025,1831
RYR,University Hospitals Sussex NHS Foundation Trust,South East,Y59,QNX,NHS Sussex Integrated Care Board,Acute,01/10/2025,3099
RYW,Birmingham Community Healthcare NHS Foundation Trust,Midlands,Y60,QHL,NHS Birmingham and Solihull Integrated Care Board,Non-Acute,01/10/2025,555
NT219,"NUFFIELD HEALTH, HEREFORD HOSPITAL",Midlands,Y60,QGH,NHS Herefordshire and Worcestershire Integrated Care Board,Non-Acute,01/11/2025,32
R0A,Manchester University NHS Foundation Trust,North West,Y62,QOP,NHS Greater Manchester Integrated Care Board,Acute,01/11/2025,6343
R0B,South Tyneside And Sunderland NHS Foundation Trust,North East and Yorkshire,Y63,QHM,NHS North East and North Cumbria Integrated Care Board,Acute,01/11/2025,2968
R0D,University Hospitals Dorset NHS Foundation Trust,South West,Y58,QVV,NHS Dorset Integrated Care Board,Acute,01/11/2025,4074
R1D,Shropshire Community Health NHS Trust,Midlands,Y60,QOC,NHS Shropshire Telford and Wrekin Integrated Care Board,Non-Acute,01/11/2025,973
R1F,Isle of Wight NHS Trust,South East,Y59,QRL,NHS Hampshire and Isle Of Wight Integrated Care Board,Acute,01/11/2025,407
R1H,Barts Health NHS Trust,London,Y56,QMF,NHS North East London Integrated Care Board,Acute,01/11/2025,1712
R1K,London North West University Healthcare NHS Trust,London,Y56,QRV,NHS North West London Integrated Care Board,Acute,01/11/2025,1286
RA2,Royal Surrey County Hospital NHS Foundation Trust,South East,Y59,QXU,NHS Surrey Heartlands Integrated Care Board,Acute,01/11/2025,1658
RA7,University Hospitals Bristol And Weston NHS Foundation Trust,South West,Y58,QUY,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,Acute,01/11/2025,7448
RA9,Torbay And South Devon NHS Foundation Trust,South West,Y58,QJK,NHS Devon Integrated Care Board,Acute,01/11/2025,3293
RAE,Bradford Teaching Hospitals NHS Foundation Trust,North East and Yorkshire,Y63,QWO,NHS West Yorkshire Integrated Care Board,Acute,01/11/2025,2860
RAJ,Mid And South Essex NHS Foundation Trust,East of England,Y61,QH8,NHS Mid and South Essex Integrated Care Board,Acute,01/11/2025,8379
RAL,Royal Free London NHS Foundation Trust,London,Y56,QMJ,NHS North Central London Integrated Care Board,Acute,01/11/2025,2474
RAN,Royal National Orthopaedic Hospital NHS Trust,London,Y56,QMJ,NHS North Central London Integrated Care Board,Acute,01/11/2025,584
RAS,The Hillingdon Hospitals NHS Foundation Trust,London,Y56,QRV,NHS North West London Integrated Care Board,Acute,01/11/2025,1314
RAX,Kingston and Richmond NHS Foundation Trust,London,Y56,QWE,NHS South West London Integrated Care Board,Acute,01/11/2025,2084
RBD,Dorset County Hospital NHS Foundation Trust,South West,Y58,QVV,NHS Dorset Integrated Care Board,Acute,01/11/2025,1788
RBK,Walsall Healthcare NHS Trust,Midlands,Y60,QUA,NHS Black Country Integrated Care Board,Acute,01/11/2025,1495
RBL,Wirral University Teaching Hospital NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/11/2025,1604
RBN,Mersey and West Lancashire Teaching Hospitals NHS Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/11/2025,3043
RBQ,Liverpool Heart And Chest Hospital NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/11/2025,111
RBS,Alder Hey Children's NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/11/2025,1196
RBT,Mid Cheshire Hospitals NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/11/2025,1107
RC9,Bedfordshire Hospitals NHS Foundation Trust,East of England,Y61,QHG,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,Acute,01/11/2025,2270
RCB,York And Scarborough Teaching Hospitals NHS Foundation Trust,North East and Yorkshire,Y63,QOQ,NHS Humber and North Yorkshire Integrated Care Board,Acute,01/11/2025,3154
RCD,Harrogate And District NHS Foundation Trust,North East and Yorkshire,Y63,QOQ,NHS Humber and North Yorkshire Integrated Care Board,Acute,01/11/2025,2190
RCF,Airedale NHS Foundation Trust,North East and Yorkshire,Y63,QWO,NHS West Yorkshire Integrated Care Board,Acute,01/11/2025,1042
RCU,Sheffield Children's NHS Foundation Trust,North East and Yorkshire,Y63,QF7,NHS South Yorkshire Integrated Care Board,Acute,01/11/2025,1255
RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",East of England,Y61,QMM,NHS Norfolk and Waveney Integrated Care Board,Acute,01/11/2025,809
RD1,Royal United Hospitals Bath NHS Foundation Trust,South West,Y58,QOX,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,Acute,01/11/2025,2504
RD8,Milton Keynes University Hospital NHS Foundation Trust,East of England,Y61,QHG,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,Acute,01/11/2025,926
RDE,East Suffolk And North Essex NHS Foundation Trust,East of England,Y61,QJG,NHS Suffolk and North East Essex Integrated Care Board,Acute,01/11/2025,1590
RDU,Frimley Health NHS Foundation Trust,South East,Y59,QNQ,NHS Frimley Integrated Care Board,Acute,01/11/2025,6501
RDY,Dorset Healthcare University NHS Foundation Trust,South West,Y58,QVV,NHS Dorset Integrated Care Board,Non-Acute,01/11/2025,1785
REF,Royal Cornwall Hospitals NHS Trust,South West,Y58,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Acute,01/11/2025,5300
REM,Liverpool University Hospitals NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/11/2025,4454
REN,The Clatterbridge Cancer Centre NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/11/2025,83
REP,Liverpool Women's NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/11/2025,338
RET,The Walton Centre NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/11/2025,1641
RF4,"Barking, Havering And Redbridge University Hospitals NHS Trust",London,Y56,QMF,NHS North East London Integrated Care Board,Acute,01/11/2025,726
RFF,Barnsley Hospital NHS Foundation Trust,North East and Yorkshire,Y63,QF7,NHS South Yorkshire Integrated Care Board,Acute,01/11/2025,1405
RFR,The Rotherham NHS Foundation Trust,North East and Yorkshire,Y63,QF7,NHS South Yorkshire Integrated Care Board,Acute,01/11/2025,926
RFS,Chesterfield Royal Hospital NHS Foundation Trust,Midlands,Y60,QJ2,NHS Derby and Derbyshire Integrated Care Board,Acute,01/11/2025,1020
RGM,Royal Papworth Hospital NHS Foundation Trust,East of England,Y61,QUE,NHS Cambridgeshire and Peterborough Integrated Care Board,Acute,01/11/2025,471
RGN,North West Anglia NHS Foundation Trust,East of England,Y61,QUE,NHS Cambridgeshire and Peterborough Integrated Care Board,Acute,01/11/2025,3257
RGP,James Paget University Hospitals NHS Foundation Trust,East of England,Y61,QMM,NHS Norfolk and Waveney Integrated Care Board,Acute,01/11/2025,1114
RGR,West Suffolk NHS Foundation Trust,East of England,Y61,QJG,NHS Suffolk and North East Essex Integrated Care Board,Acute,01/11/2025,1718
RGT,Cambridge University Hospitals NHS Foundation Trust,East of England,Y61,QUE,NHS Cambridgeshire and Peterborough Integrated Care Board,Acute,01/11/2025,4712
RH5,Somerset NHS Foundation Trust,South West,Y58,QSL,NHS Somerset Integrated Care Board,Acute,01/11/2025,4756
RH8,Royal Devon University Healthcare NHS Foundation Trust,South West,Y58,QJK,NHS Devon Integrated Care Board,Acute,01/11/2025,7111
RHA,Nottinghamshire Healthcare NHS Foundation Trust,Midlands,Y60,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Non-Acute,01/11/2025,505
RHM,University Hospital Southampton NHS Foundation Trust,South East,Y59,QRL,NHS Hampshire and Isle Of Wight Integrated Care Board,Acute,01/11/2025,5008
RHU,Portsmouth Hospitals University National Health Service Trust,South East,Y59,QRL,NHS Hampshire and Isle Of Wight Integrated Care Board,Acute,01/11/2025,2038
RHW,Royal Berkshire NHS Foundation Trust,South East,Y59,QU9,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,Acute,01/11/2025,833
RJ1,Guy's And St Thomas' NHS Foundation Trust,London,Y56,QKK,NHS South East London Integrated Care Board,Acute,01/11/2025,8472
RJ2,Lewisham And Greenwich NHS Trust,London,Y56,QKK,NHS South East London Integrated Care Board,Acute,01/11/2025,1398
RJ6,Croydon Health Services NHS Trust,London,Y56,QWE,NHS South West London Integrated Care Board,Acute,01/11/2025,1076
RJ7,St George's University Hospitals NHS Foundation Trust,London,Y56,QWE,NHS South West London Integrated Care Board,Acute,01/11/2025,1435
RJC,South Warwickshire NHS Foundation Trust,Midlands,Y60,QWU,NHS Coventry and Warwickshire Integrated Care Board,Acute,01/11/2025,2256
RJE,University Hospitals of North Midlands NHS Trust,Midlands,Y60,QNC,NHS Staffordshire and Stoke on Trent Integrated Care Board,Acute,01/11/2025,4263
RJL,Northern Lincolnshire And Goole NHS Foundation Trust,North East and Yorkshire,Y63,QOQ,NHS Humber and North Yorkshire Integrated Care Board,Acute,01/11/2025,1110
RJN,East Cheshire NHS Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/11/2025,415
RJR,Countess of Chester Hospital NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/11/2025,1828
RJZ,King's College Hospital NHS Foundation Trust,London,Y56,QKK,NHS South East London Integrated Care Board,Acute,01/11/2025,4624
RK5,Sherwood Forest Hospitals NHS Foundation Trust,Midlands,Y60,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Acute,01/11/2025,4682
RK9,University Hospitals Plymouth NHS Trust,South West,Y58,QJK,NHS Devon Integrated Care Board,Acute,01/11/2025,3085
RKE,Whittington Health NHS Trust,London,Y56,QMJ,NHS North Central London Integrated Care Board,Acute,01/11/2025,218
RL1,The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,Midlands,Y60,QOC,NHS Shropshire Telford and Wrekin Integrated Care Board,Acute,01/11/2025,1136
RL4,The Royal Wolverhampton NHS Trust,Midlands,Y60,QUA,NHS Black Country Integrated Care Board,Acute,01/11/2025,2478
RLQ,Wye Valley NHS Trust,Midlands,Y60,QGH,NHS Herefordshire and Worcestershire Integrated Care Board,Acute,01/11/2025,1763
RLT,George Eliot Hospital NHS Trust,Midlands,Y60,QWU,NHS Coventry and Warwickshire Integrated Care Board,Acute,01/11/2025,890
RM1,Norfolk And Norwich University Hospitals NHS Foundation Trust,East of England,Y61,QMM,NHS Norfolk and Waveney Integrated Care Board,Acute,01/11/2025,3727
RM3,Northern Care Alliance NHS Foundation Trust,North West,Y62,QOP,NHS Greater Manchester Integrated Care Board,Acute,01/11/2025,3915
RMC,Bolton NHS Foundation Trust,North West,Y62,QOP,NHS Greater Manchester Integrated Care Board,Acute,01/11/2025,367
RMP,Tameside And Glossop Integrated Care NHS Foundation Trust,North West,Y62,QOP,NHS Greater Manchester Integrated Care Board,Acute,01/11/2025,2568
RN3,Great Western Hospitals NHS Foundation Trust,South West,Y58,QOX,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,Acute,01/11/2025,1974
RN5,Hampshire Hospitals NHS Foundation Trust,South East,Y59,QRL,NHS Hampshire and Isle Of Wight Integrated Care Board,Acute,01/11/2025,5529
RN7,Dartford And Gravesham NHS Trust,South East,Y59,QKS,NHS Kent and Medway Integrated Care Board,Acute,01/11/2025,1199
RNA,The Dudley Group NHS Foundation Trust,Midlands,Y60,QUA,NHS Black Country Integrated Care Board,Acute,01/11/2025,2416
RNN,North Cumbria Integrated Care NHS Foundation Trust,North East and Yorkshire,Y63,QHM,NHS North East and North Cumbria Integrated Care Board,Acute,01/11/2025,727
RNQ,Kettering General Hospital NHS Foundation Trust,Midlands,Y60,QPM,NHS Northamptonshire Integrated Care Board,Acute,01/11/2025,1980
RNS,Northampton General Hospital NHS Trust,Midlands,Y60,QPM,NHS Northamptonshire Integrated Care Board,Acute,01/11/2025,2589
RNZ,Salisbury NHS Foundation Trust,South West,Y58,QOX,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,Acute,01/11/2025,703
RP1,Northamptonshire Healthcare NHS Foundation Trust,Midlands,Y60,QPM,NHS Northamptonshire Integrated Care Board,Non-Acute,01/11/2025,203
RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,London,Y56,QMJ,NHS North Central London Integrated Care Board,Acute,01/11/2025,3
RP5,Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,North East and Yorkshire,Y63,QF7,NHS South Yorkshire Integrated Care Board,Acute,01/11/2025,1395
RP6,Moorfields Eye Hospital NHS Foundation Trust,London,Y56,QMJ,NHS North Central London Integrated Care Board,Acute,01/11/2025,68
RPA,Medway NHS Foundation Trust,South East,Y59,QKS,NHS Kent and Medway Integrated Care Board,Acute,01/11/2025,1229
RPC,Queen Victoria Hospital NHS Foundation Trust,South East,Y59,QNX,NHS Sussex Integrated Care Board,Acute,01/11/2025,264
RPY,The Royal Marsden NHS Foundation Trust,London,Y56,QWE,NHS South West London Integrated Care Board,Acute,01/11/2025,146
RQM,Chelsea And Westminster Hospital NHS Foundation Trust,London,Y56,QRV,NHS North West London Integrated Care Board,Acute,01/11/2025,6389
RQW,The Princess Alexandra Hospital NHS Trust,East of England,Y61,QM7,NHS Hertfordshire and West Essex Integrated Care Board,Acute,01/11/2025,926
RQX,Homerton University Hospital NHS Foundation Trust,London,Y56,QMF,NHS North East London Integrated Care Board,Acute,01/11/2025,2382
RR7,Gateshead Health NHS Foundation Trust,North East and Yorkshire,Y63,QHM,NHS North East and North Cumbria Integrated Care Board,Acute,01/11/2025,1541
RR8,Leeds Teaching Hospitals NHS Trust,North East and Yorkshire,Y63,QWO,NHS West Yorkshire Integrated Care Board,Acute,01/11/2025,3735
RRE,Midlands Partnership NHS Foundation Trust,Midlands,Y60,QNC,NHS Staffordshire and Stoke on Trent Integrated Care Board,Non-Acute,01/11/2025,165
RRF,"Wrightington, Wigan And Leigh NHS Foundation Trust",North West,Y62,QOP,NHS Greater Manchester Integrated Care Board,Acute,01/11/2025,1152
RRJ,The Royal Orthopaedic Hospital NHS Foundation Trust,Midlands,Y60,QHL,NHS Birmingham and Solihull Integrated Care Board,Acute,01/11/2025,588
RRK,University Hospitals Birmingham NHS Foundation Trust,Midlands,Y60,QHL,NHS Birmingham and Solihull Integrated Care Board,Acute,01/11/2025,5237
RRV,University College London Hospitals NHS Foundation Trust,London,Y56,QMJ,NHS North Central London Integrated Care Board,Acute,01/11/2025,4779
RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,North East and Yorkshire,Y63,QHM,NHS North East and North Cumbria Integrated Care Board,Acute,01/11/2025,3889
RTE,Gloucestershire Hospitals NHS Foundation Trust,South West,Y58,QR1,NHS Gloucestershire Integrated Care Board,Acute,01/11/2025,8097
RTF,Northumbria Healthcare NHS Foundation Trust,North East and Yorkshire,Y63,QHM,NHS North East and North Cumbria Integrated Care Board,Acute,01/11/2025,3076
RTG,University Hospitals of Derby And Burton NHS Foundation Trust,Midlands,Y60,QJ2,NHS Derby and Derbyshire Integrated Care Board,Acute,01/11/2025,5959
RTH,Oxford University Hospitals NHS Foundation Trust,South East,Y59,QU9,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,Acute,01/11/2025,1600
RTK,Ashford And St Peter's Hospitals NHS Foundation Trust,South East,Y59,QXU,NHS Surrey Heartlands Integrated Care Board,Acute,01/11/2025,2812
RTP,Surrey And Sussex Healthcare NHS Trust,South East,Y59,QXU,NHS Surrey Heartlands Integrated Care Board,Acute,01/11/2025,1442
RTR,South Tees Hospitals NHS Foundation Trust,North East and Yorkshire,Y63,QHM,NHS North East and North Cumbria Integrated Care Board,Acute,01/11/2025,1839
RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,North West,Y62,QE1,NHS Lancashire and South Cumbria Integrated Care Board,Acute,01/11/2025,5837
RVJ,North Bristol NHS Trust,South West,Y58,QUY,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,Acute,01/11/2025,4492
RVR,Epsom And St Helier University Hospitals NHS Trust,London,Y56,QWE,NHS South West London Integrated Care Board,Acute,01/11/2025,2597
RVV,East Kent Hospitals University NHS Foundation Trust,South East,Y59,QKS,NHS Kent and Medway Integrated Care Board,Acute,01/11/2025,2289
RVW,North Tees And Hartlepool NHS Foundation Trust,North East and Yorkshire,Y63,QHM,NHS North East and North Cumbria Integrated Care Board,Acute,01/11/2025,568
RW1,Hampshire and Isle of Wight Healthcare NHS Foundation Trust,South East,Y59,QRL,NHS Hampshire and Isle Of Wight Integrated Care Board,Non-Acute,01/11/2025,3107
RWA,Hull University Teaching Hospitals NHS Trust,North East and Yorkshire,Y63,QOQ,NHS Humber and North Yorkshire Integrated Care Board,Acute,01/11/2025,2019
RWD,United Lincolnshire Hospitals NHS Trust,Midlands,Y60,QJM,NHS Lincolnshire Integrated Care Board,Acute,01/11/2025,3036
RWE,University Hospitals of Leicester NHS Trust,Midlands,Y60,QK1,NHS Leicester Leicestershire and Rutland Integrated Care Board,Acute,01/11/2025,4710
RWF,Maidstone And Tunbridge Wells NHS Trust,South East,Y59,QKS,NHS Kent and Medway Integrated Care Board,Acute,01/11/2025,2872
RWG,West Hertfordshire Teaching Hospitals NHS Trust,East of England,Y61,QM7,NHS Hertfordshire and West Essex Integrated Care Board,Acute,01/11/2025,1151
RWH,East And North Hertfordshire NHS Trust,East of England,Y61,QM7,NHS Hertfordshire and West Essex Integrated Care Board,Acute,01/11/2025,1703
RWJ,Stockport NHS Foundation Trust,North West,Y62,QOP,NHS Greater Manchester Integrated Care Board,Acute,01/11/2025,1906
RWP,Worcestershire Acute Hospitals NHS Trust,Midlands,Y60,QGH,NHS Herefordshire and Worcestershire Integrated Care Board,Acute,01/11/2025,3477
RWW,Warrington And Halton Teaching Hospitals NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/11/2025,1465
RWY,Calderdale And Huddersfield NHS Foundation Trust,North East and Yorkshire,Y63,QWO,NHS West Yorkshire Integrated Care Board,Acute,01/11/2025,1933
RX1,Nottingham University Hospitals NHS Trust,Midlands,Y60,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Acute,01/11/2025,4968
RXC,East Sussex Healthcare NHS Trust,South East,Y59,QNX,NHS Sussex Integrated Care Board,Acute,01/11/2025,1745
RXF,Mid Yorkshire Hospitals NHS Trust,North East and Yorkshire,Y63,QWO,NHS West Yorkshire Integrated Care Board,Acute,01/11/2025,1470
RXK,Sandwell And West Birmingham Hospitals NHS Trust,Midlands,Y60,QUA,NHS Black Country Integrated Care Board,Acute,01/11/2025,2446
RXL,Blackpool Teaching Hospitals NHS Foundation Trust,North West,Y62,QE1,NHS Lancashire and South Cumbria Integrated Care Board,Acute,01/11/2025,612
RXN,Lancashire Teaching Hospitals NHS Foundation Trust,North West,Y62,QE1,NHS Lancashire and South Cumbria Integrated Care Board,Acute,01/11/2025,2573
RXP,County Durham And Darlington NHS Foundation Trust,North East and Yorkshire,Y63,QHM,NHS North East and North Cumbria Integrated Care Board,Acute,01/11/2025,1201
RXQ,Buckinghamshire Healthcare NHS Trust,South East,Y59,QU9,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,Acute,01/11/2025,1286
RXR,East Lancashire Hospitals NHS Trust,North West,Y62,QE1,NHS Lancashire and South Cumbria Integrated Care Board,Acute,01/11/2025,1057
RXW,The Shrewsbury And Telford Hospital NHS Trust,Midlands,Y60,QOC,NHS Shropshire Telford and Wrekin Integrated Care Board,Acute,01/11/2025,2472
RYJ,Imperial College Healthcare NHS Trust,London,Y56,QRV,NHS North West London Integrated Care Board,Acute,01/11/2025,1778
RYR,University Hospitals Sussex NHS Foundation Trust,South East,Y59,QNX,NHS Sussex Integrated Care Board,Acute,01/11/2025,3034
RYW,Birmingham Community Healthcare NHS Foundation Trust,Midlands,Y60,QHL,NHS Birmingham and Solihull Integrated Care Board,Non-Acute,01/11/2025,531
NT219,"NUFFIELD HEALTH, HEREFORD HOSPITAL",Midlands,Y60,QGH,NHS Herefordshire and Worcestershire Integrated Care Board,Non-Acute,01/12/2025,21
R0A,Manchester University NHS Foundation Trust,North West,Y62,QOP,NHS Greater Manchester Integrated Care Board,Acute,01/12/2025,6460
R0B,South Tyneside And Sunderland NHS Foundation Trust,North East and Yorkshire,Y63,QHM,NHS North East and North Cumbria Integrated Care Board,Acute,01/12/2025,2508
R0D,University Hospitals Dorset NHS Foundation Trust,South West,Y58,QVV,NHS Dorset Integrated Care Board,Acute,01/12/2025,4070
R1D,Shropshire Community Health NHS Trust,Midlands,Y60,QOC,NHS Shropshire Telford and Wrekin Integrated Care Board,Non-Acute,01/12/2025,847
R1F,Isle of Wight NHS Trust,South East,Y59,QRL,NHS Hampshire and Isle Of Wight Integrated Care Board,Acute,01/12/2025,400
R1H,Barts Health NHS Trust,London,Y56,QMF,NHS North East London Integrated Care Board,Acute,01/12/2025,1831
R1K,London North West University Healthcare NHS Trust,London,Y56,QRV,NHS North West London Integrated Care Board,Acute,01/12/2025,1150
RA2,Royal Surrey County Hospital NHS Foundation Trust,South East,Y59,QXU,NHS Surrey Heartlands Integrated Care Board,Acute,01/12/2025,1691
RA7,University Hospitals Bristol And Weston NHS Foundation Trust,South West,Y58,QUY,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,Acute,01/12/2025,6594
RA9,Torbay And South Devon NHS Foundation Trust,South West,Y58,QJK,NHS Devon Integrated Care Board,Acute,01/12/2025,2933
RAE,Bradford Teaching Hospitals NHS Foundation Trust,North East and Yorkshire,Y63,QWO,NHS West Yorkshire Integrated Care Board,Acute,01/12/2025,2353
RAJ,Mid And South Essex NHS Foundation Trust,East of England,Y61,QH8,NHS Mid and South Essex Integrated Care Board,Acute,01/12/2025,7083
RAL,Royal Free London NHS Foundation Trust,London,Y56,QMJ,NHS North Central London Integrated Care Board,Acute,01/12/2025,1573
RAN,Royal National Orthopaedic Hospital NHS Trust,London,Y56,QMJ,NHS North Central London Integrated Care Board,Acute,01/12/2025,818
RAS,The Hillingdon Hospitals NHS Foundation Trust,London,Y56,QRV,NHS North West London Integrated Care Board,Acute,01/12/2025,1095
RAX,Kingston and Richmond NHS Foundation Trust,London,Y56,QWE,NHS South West London Integrated Care Board,Acute,01/12/2025,2048
RBD,Dorset County Hospital NHS Foundation Trust,South West,Y58,QVV,NHS Dorset Integrated Care Board,Acute,01/12/2025,1710
RBK,Walsall Healthcare NHS Trust,Midlands,Y60,QUA,NHS Black Country Integrated Care Board,Acute,01/12/2025,1585
RBL,Wirral University Teaching Hospital NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/12/2025,1498
RBN,Mersey and West Lancashire Teaching Hospitals NHS Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/12/2025,1838
RBQ,Liverpool Heart And Chest Hospital NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/12/2025,123
RBS,Alder Hey Children's NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/12/2025,774
RBT,Mid Cheshire Hospitals NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/12/2025,1022
RC9,Bedfordshire Hospitals NHS Foundation Trust,East of England,Y61,QHG,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,Acute,01/12/2025,2024
RCB,York And Scarborough Teaching Hospitals NHS Foundation Trust,North East and Yorkshire,Y63,QOQ,NHS Humber and North Yorkshire Integrated Care Board,Acute,01/12/2025,2943
RCD,Harrogate And District NHS Foundation Trust,North East and Yorkshire,Y63,QOQ,NHS Humber and North Yorkshire Integrated Care Board,Acute,01/12/2025,2105
RCF,Airedale NHS Foundation Trust,North East and Yorkshire,Y63,QWO,NHS West Yorkshire Integrated Care Board,Acute,01/12/2025,1011
RCU,Sheffield Children's NHS Foundation Trust,North East and Yorkshire,Y63,QF7,NHS South Yorkshire Integrated Care Board,Acute,01/12/2025,1080
RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",East of England,Y61,QMM,NHS Norfolk and Waveney Integrated Care Board,Acute,01/12/2025,711
RD1,Royal United Hospitals Bath NHS Foundation Trust,South West,Y58,QOX,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,Acute,01/12/2025,2287
RD8,Milton Keynes University Hospital NHS Foundation Trust,East of England,Y61,QHG,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,Acute,01/12/2025,1146
RDE,East Suffolk And North Essex NHS Foundation Trust,East of England,Y61,QJG,NHS Suffolk and North East Essex Integrated Care Board,Acute,01/12/2025,4833
RDU,Frimley Health NHS Foundation Trust,South East,Y59,QNQ,NHS Frimley Integrated Care Board,Acute,01/12/2025,6273
RDY,Dorset Healthcare University NHS Foundation Trust,South West,Y58,QVV,NHS Dorset Integrated Care Board,Non-Acute,01/12/2025,1613
REF,Royal Cornwall Hospitals NHS Trust,South West,Y58,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Acute,01/12/2025,5400
REM,Liverpool University Hospitals NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/12/2025,2786
REN,The Clatterbridge Cancer Centre NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/12/2025,105
REP,Liverpool Women's NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/12/2025,378
RET,The Walton Centre NHS Foundation Trust,North West,Y62,QYG,NHS Cheshire and Merseyside Integrated Care Board,Acute,01/12/2025,1449
RF4,"Barking, Havering And Redbridge University Hospitals NHS Trust",London,Y56,QMF,NHS North East London Integrated Care Board,Acute,01/12/2025,904
RFF,Barnsley Hospital NHS Foundation Trust,North East and Yorkshire,Y63,QF7,NHS South Yorkshire Integrated Care Board,Acute,01/12/2025,1340
RFR,The Rotherham NHS Foundation Trust,North East and Yorkshire,Y63,QF7,NHS South Yorkshire Integrated Care Board,Acute,01/12/2025,934
RFS,Chesterfield Royal Hospital NHS Foundation Trust,Midlands,Y60,QJ2,NHS Derby and Derbyshire Integrated Care Board,Acute,01/12/2025,1151
